Date,CailKey,Expiry,Tenor,Data
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::7Y::NORMAL.MID,7Y,7Y,86.66
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::9Y::NORMAL.MID,7Y,9Y,84.89999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::3Y::NORMAL.MID,10Y,3Y,86.78
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::4Y::NORMAL.MID,10Y,4Y,85.08
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::15Y::NORMAL.MID,6Y,15Y,82.05000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::10Y::NORMAL.MID,8Y,10Y,81.72
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::5Y::NORMAL.MID,8Y,5Y,87.15
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::3Y::NORMAL.MID,9M,3Y,102.44
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::30Y::NORMAL.MID,9Y,30Y,67.60000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::3Y::NORMAL.MID,9Y,3Y,88.53
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::20Y::NORMAL.MID,8Y,20Y,73.37
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::8Y::NORMAL.MID,4Y,8Y,93.42
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::20Y::NORMAL.MID,5Y,20Y,81.29
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::6Y::NORMAL.MID,6M,6Y,95.47999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::10Y::NORMAL.MID,6Y,10Y,87.18
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::15Y::NORMAL.MID,9M,15Y,92.18
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::20Y::NORMAL.MID,9M,20Y,90.02
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::4Y::NORMAL.MID,9Y,4Y,87.29
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::10Y::NORMAL.MID,30Y,10Y,53.04
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::15Y::NORMAL.MID,30Y,15Y,48.089999999999996
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::2Y::NORMAL.MID,30Y,2Y,68.16
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::2Y::NORMAL.MID,9M,2Y,103.97
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::1Y::NORMAL.MID,9Y,1Y,90.97
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::25Y::NORMAL.MID,6Y,25Y,76.25
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::2Y::NORMAL.MID,6Y,2Y,95.82000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::3Y::NORMAL.MID,6Y,3Y,94.12
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::15Y::NORMAL.MID,4Y,15Y,87.38
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::1Y::NORMAL.MID,5Y,1Y,98.08000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::4Y::NORMAL.MID,5Y,4Y,94.25
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::15Y::NORMAL.MID,2Y,15Y,92.26
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::6Y::NORMAL.MID,30Y,6Y,59.18
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::8Y::NORMAL.MID,9Y,8Y,81.75
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::20Y::NORMAL.MID,4Y,20Y,84.07
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::6Y::NORMAL.MID,4Y,6Y,94.71000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::3Y::NORMAL.MID,1Y,3Y,102.77
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::1Y::NORMAL.MID,20Y,1Y,76.16000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::10Y::NORMAL.MID,25Y,10Y,57.2
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,98.05
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::8Y::NORMAL.MID,1Y,8Y,97.33999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::9Y::NORMAL.MID,1Y,9Y,96.75
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::6Y::NORMAL.MID,8Y,6Y,85.88
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::30Y::NORMAL.MID,9M,30Y,87.25999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::6Y::NORMAL.MID,9Y,6Y,84.25999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::5Y::NORMAL.MID,6M,5Y,95.91000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::6Y::NORMAL.MID,6Y,6Y,90.03
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::5Y::NORMAL.MID,7Y,5Y,89.23
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::1Y::NORMAL.MID,6M,1Y,91.77
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::30Y::NORMAL.MID,15Y,30Y,56.85
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::3Y::NORMAL.MID,15Y,3Y,79.65
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::5Y::NORMAL.MID,3M,5Y,90.33
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::9Y::NORMAL.MID,3Y,9Y,95.21
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::2Y::NORMAL.MID,7Y,2Y,94.05999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::15Y::NORMAL.MID,8Y,15Y,76.62
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::20Y::NORMAL.MID,6M,20Y,87.99
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::30Y::NORMAL.MID,1Y,30Y,87.60000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::4Y::NORMAL.MID,1Y,4Y,101.0
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::25Y::NORMAL.MID,20Y,25Y,52.49
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::15Y::NORMAL.MID,25Y,15Y,52.57000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::4Y::NORMAL.MID,25Y,4Y,66.75
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::30Y::NORMAL.MID,2M,30Y,83.28
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::4Y::NORMAL.MID,2M,4Y,83.46
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::30Y::NORMAL.MID,6M,30Y,86.30000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::7Y::NORMAL.MID,6M,7Y,94.95
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::7Y::NORMAL.MID,2Y,7Y,98.02
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::9Y::NORMAL.MID,2Y,9Y,96.95
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::25Y::NORMAL.MID,3M,25Y,83.94
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::8Y::NORMAL.MID,6M,8Y,94.28999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::5Y::NORMAL.MID,2M,5Y,83.81
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::4Y::NORMAL.MID,3Y,4Y,98.25
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::10Y::NORMAL.MID,9M,10Y,94.78999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::25Y::NORMAL.MID,9M,25Y,88.91
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::5Y::NORMAL.MID,9Y,5Y,85.59
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::6Y::NORMAL.MID,2M,6Y,84.56
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::6Y::NORMAL.MID,2Y,6Y,98.69
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::2Y::NORMAL.MID,3M,2Y,87.98
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::9Y::NORMAL.MID,3M,9Y,90.06
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::25Y::NORMAL.MID,2M,25Y,82.5
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::3Y::NORMAL.MID,2M,3Y,82.41999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::5Y::NORMAL.MID,1Y,5Y,99.46
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::10Y::NORMAL.MID,20Y,10Y,62.339999999999996
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::25Y::NORMAL.MID,25Y,25Y,48.1
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::30Y::NORMAL.MID,7Y,30Y,72.03
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::4Y::NORMAL.MID,7Y,4Y,90.32000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::25Y::NORMAL.MID,2Y,25Y,87.74000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::5Y::NORMAL.MID,2Y,5Y,99.07
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::7Y::NORMAL.MID,30Y,7Y,57.45
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::6Y::NORMAL.MID,3Y,6Y,96.64
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::10Y::NORMAL.MID,4Y,10Y,91.92
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::15Y::NORMAL.MID,1Y,15Y,93.12
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::8Y::NORMAL.MID,15Y,8Y,71.03
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::4Y::NORMAL.MID,1M,4Y,77.03
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::4Y::NORMAL.MID,3M,4Y,89.87
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::30Y::NORMAL.MID,30Y,30Y,42.58
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::30Y::NORMAL.MID,3M,30Y,84.98
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::20Y::NORMAL.MID,3Y,20Y,86.92
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::30Y::NORMAL.MID,3Y,30Y,83.78
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::25Y::NORMAL.MID,7Y,25Y,73.69
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::25Y::NORMAL.MID,1M,25Y,81.38
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::20Y::NORMAL.MID,15Y,20Y,60.65
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::9Y::NORMAL.MID,15Y,9Y,69.71
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::1Y::NORMAL.MID,18M,1Y,103.16000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::8Y::NORMAL.MID,18M,8Y,97.66000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::4Y::NORMAL.MID,30Y,4Y,63.660000000000004
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::15Y::NORMAL.MID,3M,15Y,87.89999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::7Y::NORMAL.MID,3Y,7Y,96.12
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,71.55
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,61.019999999999996
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,98.73
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::20Y::NORMAL.MID,6Y,20Y,78.47
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::20Y::NORMAL.MID,7Y,20Y,75.88
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::9Y::NORMAL.MID,6M,9Y,93.67999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::3Y::NORMAL.MID,7Y,3Y,92.24
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::8Y::NORMAL.MID,2M,8Y,85.83999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::1Y::NORMAL.MID,15Y,1Y,82.05000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::25Y::NORMAL.MID,15Y,25Y,58.57
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::6Y::NORMAL.MID,15Y,6Y,73.99
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::20Y::NORMAL.MID,18M,20Y,90.32000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::30Y::NORMAL.MID,18M,30Y,87.22
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::1Y::NORMAL.MID,6Y,1Y,96.22999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::30Y::NORMAL.MID,20Y,30Y,50.769999999999996
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::1Y::NORMAL.MID,25Y,1Y,71.92999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::9Y::NORMAL.MID,25Y,9Y,58.14
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::1Y::NORMAL.MID,4Y,1Y,99.79
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::2Y::NORMAL.MID,4Y,2Y,99.38000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::7Y::NORMAL.MID,4Y,7Y,93.91999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::25Y::NORMAL.MID,5Y,25Y,79.27
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::2Y::NORMAL.MID,5Y,2Y,97.62
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::30Y::NORMAL.MID,8Y,30Y,69.66
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::9Y::NORMAL.MID,8Y,9Y,82.72
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::1Y::NORMAL.MID,9M,1Y,98.53999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::4Y::NORMAL.MID,9M,4Y,100.37
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::2Y::NORMAL.MID,1M,2Y,68.99
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::15Y::NORMAL.MID,20Y,15Y,57.16
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::20Y::NORMAL.MID,25Y,20Y,50.150000000000006
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::3Y::NORMAL.MID,3Y,3Y,99.48
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::25Y::NORMAL.MID,8Y,25Y,71.42
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::2Y::NORMAL.MID,8Y,2Y,92.35000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::3Y::NORMAL.MID,8Y,3Y,90.22
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::5Y::NORMAL.MID,25Y,5Y,64.31
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::20Y::NORMAL.MID,2M,20Y,83.54
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,93.12
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::3Y::NORMAL.MID,18M,3Y,102.21
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::8Y::NORMAL.MID,2Y,8Y,97.68
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::25Y::NORMAL.MID,30Y,25Y,44.260000000000005
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::6Y::NORMAL.MID,9M,6Y,97.64999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::2Y::NORMAL.MID,9Y,2Y,90.75
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::20Y::NORMAL.MID,2Y,20Y,89.64
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::3Y::NORMAL.MID,3M,3Y,89.30000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::10Y::NORMAL.MID,3Y,10Y,94.45
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::7Y::NORMAL.MID,6Y,7Y,89.06
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::15Y::NORMAL.MID,7Y,15Y,79.17999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::8Y::NORMAL.MID,7Y,8Y,85.62
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::10Y::NORMAL.MID,2Y,10Y,96.44
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::30Y::NORMAL.MID,2Y,30Y,86.58000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::1Y::NORMAL.MID,30Y,1Y,68.23
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::3Y::NORMAL.MID,30Y,3Y,66.08
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::20Y::NORMAL.MID,3M,20Y,85.16
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::6Y::NORMAL.MID,3M,6Y,90.39
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::8Y::NORMAL.MID,3M,8Y,90.3
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::3Y::NORMAL.MID,25Y,3Y,69.53
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::2Y::NORMAL.MID,2M,2Y,80.35000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::5Y::NORMAL.MID,15Y,5Y,75.53
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::25Y::NORMAL.MID,18M,25Y,88.81
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::1Y::NORMAL.MID,1Y,1Y,102.33000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::25Y::NORMAL.MID,1Y,25Y,89.19
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::30Y::NORMAL.MID,4Y,30Y,80.72
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::10Y::NORMAL.MID,5Y,10Y,89.39
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::5Y::NORMAL.MID,5Y,5Y,93.47
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::25Y::NORMAL.MID,6M,25Y,87.17
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::4Y::NORMAL.MID,6M,4Y,97.72
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::2Y::NORMAL.MID,3Y,2Y,101.35999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::15Y::NORMAL.MID,15Y,15Y,63.96
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::4Y::NORMAL.MID,15Y,4Y,78.04
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::5Y::NORMAL.MID,1M,5Y,78.35
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,82.83
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::2Y::NORMAL.MID,2Y,2Y,103.61
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::8Y::NORMAL.MID,30Y,8Y,55.74
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::10Y::NORMAL.MID,3M,10Y,89.78
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::1Y::NORMAL.MID,3M,1Y,72.27
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::10Y::NORMAL.MID,18M,10Y,96.24000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::4Y::NORMAL.MID,18M,4Y,100.89
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::15Y::NORMAL.MID,3Y,15Y,89.92999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::2Y::NORMAL.MID,18M,2Y,104.63
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::1Y::NORMAL.MID,1M,1Y,43.730000000000004
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::30Y::NORMAL.MID,1M,30Y,82.67
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::3Y::NORMAL.MID,1M,3Y,74.49
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::7Y::NORMAL.MID,1M,7Y,81.25
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::6Y::NORMAL.MID,7Y,6Y,87.93
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::2Y::NORMAL.MID,15Y,2Y,81.84
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::5Y::NORMAL.MID,18M,5Y,99.53999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::9Y::NORMAL.MID,18M,9Y,96.94
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::15Y::NORMAL.MID,1M,15Y,84.44999999999999
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,98.67
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::6Y::NORMAL.MID,1M,6Y,79.8
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::6Y::NORMAL.MID,18M,6Y,98.98
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::7Y::NORMAL.MID,18M,7Y,98.25
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::2Y::NORMAL.MID,1Y,2Y,105.66000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::4Y::NORMAL.MID,6Y,4Y,92.51
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::10Y::NORMAL.MID,7Y,10Y,84.08000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::9Y::NORMAL.MID,6Y,9Y,87.97
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::25Y::NORMAL.MID,9Y,25Y,69.45
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::9Y::NORMAL.MID,20Y,9Y,63.699999999999996
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::30Y::NORMAL.MID,25Y,30Y,46.36000000000001
20231127,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::10Y::NORMAL.MID,2M,10Y,87.25999999999999
