Date,CailKey,Expiry,Tenor,Data
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::10Y::NORMAL.MID,10Y,10Y,79.13
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::2Y::NORMAL.MID,10Y,2Y,90.83000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::5Y::NORMAL.MID,10Y,5Y,84.99
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::15Y::NORMAL.MID,10Y,15Y,73.7
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::7Y::NORMAL.MID,10Y,7Y,82.45
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::8Y::NORMAL.MID,10Y,8Y,81.52
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::9Y::NORMAL.MID,10Y,9Y,80.38999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::6Y::NORMAL.MID,10Y,6Y,83.73
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::30Y::NORMAL.MID,10Y,30Y,67.0
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::20Y::NORMAL.MID,10Y,20Y,70.61999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::4Y::NORMAL.MID,4Y,4Y,100.50999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::5Y::NORMAL.MID,4Y,5Y,100.00999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::30Y::NORMAL.MID,5Y,30Y,80.82000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::15Y::NORMAL.MID,6M,15Y,100.47999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::30Y::NORMAL.MID,6Y,30Y,77.42
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::5Y::NORMAL.MID,6Y,5Y,94.53
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::7Y::NORMAL.MID,7Y,7Y,89.26
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::9Y::NORMAL.MID,7Y,9Y,87.58
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::1Y::NORMAL.MID,10Y,1Y,90.96
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::25Y::NORMAL.MID,10Y,25Y,68.64999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::3Y::NORMAL.MID,10Y,3Y,88.43
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::4Y::NORMAL.MID,10Y,4Y,86.78
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::15Y::NORMAL.MID,6Y,15Y,85.3
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::10Y::NORMAL.MID,8Y,10Y,84.05
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::15Y::NORMAL.MID,4Y,15Y,91.85000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::1Y::NORMAL.MID,5Y,1Y,101.61
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::4Y::NORMAL.MID,5Y,4Y,97.83999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::6Y::NORMAL.MID,2M,6Y,95.34
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::6Y::NORMAL.MID,2Y,6Y,104.41000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::3Y::NORMAL.MID,9Y,3Y,90.31
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::5Y::NORMAL.MID,8Y,5Y,89.33999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::3Y::NORMAL.MID,9M,3Y,104.30999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::30Y::NORMAL.MID,9Y,30Y,69.22
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::20Y::NORMAL.MID,8Y,20Y,75.6
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::8Y::NORMAL.MID,4Y,8Y,98.11999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::20Y::NORMAL.MID,5Y,20Y,84.85
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::6Y::NORMAL.MID,6M,6Y,104.44999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::10Y::NORMAL.MID,6Y,10Y,90.48
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::15Y::NORMAL.MID,9M,15Y,101.66
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::20Y::NORMAL.MID,9M,20Y,98.74000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::4Y::NORMAL.MID,9Y,4Y,89.06
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::10Y::NORMAL.MID,30Y,10Y,53.97
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::15Y::NORMAL.MID,30Y,15Y,48.82
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::2Y::NORMAL.MID,30Y,2Y,69.19
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::2Y::NORMAL.MID,9M,2Y,103.56
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::1Y::NORMAL.MID,9Y,1Y,92.75
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::30Y::NORMAL.MID,7Y,30Y,74.48
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::4Y::NORMAL.MID,7Y,4Y,92.89999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::25Y::NORMAL.MID,6Y,25Y,79.3
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::2Y::NORMAL.MID,6Y,2Y,98.93
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::3Y::NORMAL.MID,6Y,3Y,97.24
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::3Y::NORMAL.MID,1Y,3Y,105.12
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::1Y::NORMAL.MID,20Y,1Y,77.31
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::10Y::NORMAL.MID,25Y,10Y,58.16
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::6Y::NORMAL.MID,6Y,6Y,93.29
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::5Y::NORMAL.MID,7Y,5Y,91.76
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,105.55999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::8Y::NORMAL.MID,1Y,8Y,105.62
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::9Y::NORMAL.MID,1Y,9Y,105.67999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::6Y::NORMAL.MID,8Y,6Y,88.09
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::30Y::NORMAL.MID,9M,30Y,95.61
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::6Y::NORMAL.MID,9Y,6Y,86.09
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::15Y::NORMAL.MID,2Y,15Y,98.45
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::6Y::NORMAL.MID,30Y,6Y,60.14
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::8Y::NORMAL.MID,9Y,8Y,83.63000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::20Y::NORMAL.MID,4Y,20Y,88.28
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::6Y::NORMAL.MID,4Y,6Y,99.41999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::1Y::NORMAL.MID,6M,1Y,85.58
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::5Y::NORMAL.MID,6M,5Y,104.46000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::5Y::NORMAL.MID,3M,5Y,99.97000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::9Y::NORMAL.MID,3Y,9Y,100.46
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::30Y::NORMAL.MID,15Y,30Y,57.62
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::3Y::NORMAL.MID,15Y,3Y,80.87
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::9Y::NORMAL.MID,6M,9Y,103.71
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::30Y::NORMAL.MID,6M,30Y,94.31
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::7Y::NORMAL.MID,6M,7Y,104.35
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::1Y::NORMAL.MID,6Y,1Y,99.36
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::2Y::NORMAL.MID,7Y,2Y,96.72999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::15Y::NORMAL.MID,8Y,15Y,78.92
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::20Y::NORMAL.MID,6M,20Y,97.05999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::8Y::NORMAL.MID,6M,8Y,103.92
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::30Y::NORMAL.MID,20Y,30Y,51.48
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::1Y::NORMAL.MID,25Y,1Y,73.02000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::9Y::NORMAL.MID,25Y,9Y,59.12
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::30Y::NORMAL.MID,1Y,30Y,95.41
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::4Y::NORMAL.MID,1Y,4Y,105.43
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::25Y::NORMAL.MID,20Y,25Y,53.2
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::15Y::NORMAL.MID,25Y,15Y,53.26
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::4Y::NORMAL.MID,25Y,4Y,67.8
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::30Y::NORMAL.MID,2M,30Y,89.68
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::4Y::NORMAL.MID,2M,4Y,91.97
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::5Y::NORMAL.MID,2M,5Y,94.96
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::4Y::NORMAL.MID,3Y,4Y,102.95
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::5Y::NORMAL.MID,25Y,5Y,65.34
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::20Y::NORMAL.MID,2M,20Y,91.64
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::10Y::NORMAL.MID,9M,10Y,104.65
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::25Y::NORMAL.MID,9M,25Y,97.5
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::5Y::NORMAL.MID,9Y,5Y,87.41000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::25Y::NORMAL.MID,2M,25Y,89.85999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::3Y::NORMAL.MID,2M,3Y,87.56
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::7Y::NORMAL.MID,2Y,7Y,103.85
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::9Y::NORMAL.MID,2Y,9Y,103.16000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::25Y::NORMAL.MID,3M,25Y,91.71000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::5Y::NORMAL.MID,1Y,5Y,105.89
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::10Y::NORMAL.MID,20Y,10Y,63.36
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::25Y::NORMAL.MID,2Y,25Y,93.37
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::5Y::NORMAL.MID,2Y,5Y,104.67999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::7Y::NORMAL.MID,30Y,7Y,58.4
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::6Y::NORMAL.MID,3Y,6Y,102.05000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::10Y::NORMAL.MID,4Y,10Y,96.72999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::2Y::NORMAL.MID,3M,2Y,89.0
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::9Y::NORMAL.MID,3M,9Y,100.56
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::15Y::NORMAL.MID,1Y,15Y,101.81
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::30Y::NORMAL.MID,30Y,30Y,43.3
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::30Y::NORMAL.MID,3M,30Y,92.11
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::20Y::NORMAL.MID,3Y,20Y,91.55999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::30Y::NORMAL.MID,3Y,30Y,87.89999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::5Y::NORMAL.MID,15Y,5Y,76.74000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::25Y::NORMAL.MID,18M,25Y,95.82000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::25Y::NORMAL.MID,1M,25Y,90.41000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::25Y::NORMAL.MID,25Y,25Y,48.8
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::30Y::NORMAL.MID,4Y,30Y,84.33
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::10Y::NORMAL.MID,5Y,10Y,93.23
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::5Y::NORMAL.MID,5Y,5Y,97.21000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::25Y::NORMAL.MID,6M,25Y,95.85
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::4Y::NORMAL.MID,6M,4Y,103.5
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::20Y::NORMAL.MID,15Y,20Y,61.38
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::9Y::NORMAL.MID,15Y,9Y,70.81
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::1Y::NORMAL.MID,18M,1Y,103.4
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::8Y::NORMAL.MID,18M,8Y,104.75999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::4Y::NORMAL.MID,30Y,4Y,64.64
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::15Y::NORMAL.MID,3M,15Y,97.53
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::7Y::NORMAL.MID,3Y,7Y,101.56
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::8Y::NORMAL.MID,15Y,8Y,72.16
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::4Y::NORMAL.MID,1M,4Y,91.66000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::4Y::NORMAL.MID,3M,4Y,97.38
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::2Y::NORMAL.MID,3Y,2Y,104.89
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,72.67
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,62.02
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,105.95
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::25Y::NORMAL.MID,7Y,25Y,76.22
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::30Y::NORMAL.MID,8Y,30Y,71.77
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::9Y::NORMAL.MID,8Y,9Y,85.02
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::1Y::NORMAL.MID,9M,1Y,93.81
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::4Y::NORMAL.MID,9M,4Y,104.93
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::3Y::NORMAL.MID,3Y,3Y,103.59
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::25Y::NORMAL.MID,8Y,25Y,73.58
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::2Y::NORMAL.MID,8Y,2Y,94.66000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::3Y::NORMAL.MID,8Y,3Y,92.47999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::20Y::NORMAL.MID,6Y,20Y,81.67999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::20Y::NORMAL.MID,7Y,20Y,78.51
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::3Y::NORMAL.MID,7Y,3Y,94.86
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::15Y::NORMAL.MID,18M,15Y,100.86
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::3Y::NORMAL.MID,18M,3Y,104.94
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::8Y::NORMAL.MID,2M,8Y,96.15
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::8Y::NORMAL.MID,2Y,8Y,103.7
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::25Y::NORMAL.MID,30Y,25Y,44.99
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::1Y::NORMAL.MID,15Y,1Y,83.30000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::25Y::NORMAL.MID,15Y,25Y,59.309999999999995
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::6Y::NORMAL.MID,15Y,6Y,75.16
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::20Y::NORMAL.MID,18M,20Y,97.58
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::30Y::NORMAL.MID,18M,30Y,94.0
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::2Y::NORMAL.MID,1M,2Y,78.37
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::6Y::NORMAL.MID,18M,6Y,105.31
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::7Y::NORMAL.MID,18M,7Y,104.92
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::1Y::NORMAL.MID,4Y,1Y,103.49000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::2Y::NORMAL.MID,4Y,2Y,103.19
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::7Y::NORMAL.MID,4Y,7Y,98.56
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::25Y::NORMAL.MID,5Y,25Y,82.62
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::2Y::NORMAL.MID,5Y,2Y,101.11999999999999
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::1Y::NORMAL.MID,1Y,1Y,99.34
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::25Y::NORMAL.MID,1Y,25Y,97.27
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::15Y::NORMAL.MID,20Y,15Y,57.82
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::20Y::NORMAL.MID,25Y,20Y,50.86
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::10Y::NORMAL.MID,2Y,10Y,102.82
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::30Y::NORMAL.MID,2Y,30Y,92.02
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::1Y::NORMAL.MID,30Y,1Y,69.26
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::3Y::NORMAL.MID,30Y,3Y,67.09
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::25Y::NORMAL.MID,9Y,25Y,71.09
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::6Y::NORMAL.MID,9M,6Y,105.4
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::2Y::NORMAL.MID,9Y,2Y,92.53
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::6Y::NORMAL.MID,7Y,6Y,90.50000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::3Y::NORMAL.MID,2Y,3Y,105.07000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::9Y::NORMAL.MID,30Y,9Y,54.69
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::20Y::NORMAL.MID,3M,20Y,93.88000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::6Y::NORMAL.MID,3M,6Y,100.83
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::8Y::NORMAL.MID,3M,8Y,100.53
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::1Y::NORMAL.MID,8Y,1Y,94.9
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::9Y::NORMAL.MID,5Y,9Y,94.22
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,101.83
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::20Y::NORMAL.MID,2Y,20Y,95.49
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::3Y::NORMAL.MID,3M,3Y,94.56
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::10Y::NORMAL.MID,3Y,10Y,99.7
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::7Y::NORMAL.MID,6Y,7Y,92.33
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::15Y::NORMAL.MID,7Y,15Y,81.86
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::8Y::NORMAL.MID,7Y,8Y,88.26
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::15Y::NORMAL.MID,15Y,15Y,64.62
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::4Y::NORMAL.MID,15Y,4Y,79.26
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::5Y::NORMAL.MID,1M,5Y,93.93
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,96.45
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,105.57000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::3Y::NORMAL.MID,4Y,3Y,101.66
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::15Y::NORMAL.MID,5Y,15Y,88.21000000000001
20231101,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::8Y::NORMAL.MID,25Y,8Y,60.53
