Dates,Tickers,Tenor,Data
20230322,EUSA1D BGN Curncy,1D,NaN
20230322,EUSA1F BGN Curncy,18M,3.4184
20230322,EUSA2 BGN Curncy,2Y,3.3975
20230322,EUSA20 BGN Curncy,20Y,2.7825
20230322,EUSA25 BGN Curncy,25Y,2.595
20230322,EUSA3 BGN Curncy,3Y,3.2615
20230322,EUSA30 BGN Curncy,30Y,2.431
20230322,EUSA35 BGN Curncy,35Y,2.3005
20230322,EUSA4 BGN Curncy,4Y,3.156
20230322,EUSA40 BGN Curncy,40Y,2.1754
20230322,EUSA45 BGN Curncy,45Y,2.1147
20230322,EUSA5 BGN Curncy,5Y,3.0945
20230322,EUSA50 BGN Curncy,50Y,2.0262
20230322,EUSA6 BGN Curncy,6Y,3.0425
20230322,EUSA7 BGN Curncy,7Y,3.017
20230322,EUSA8 BGN Curncy,8Y,2.997
20230322,EUSA9 BGN Curncy,9Y,2.9885
20230323,EUR006M Index,6M,3.29
20230323,EUSA1 BGN Curncy,1Y,3.4757
20230323,EUSA10 BGN Curncy,10Y,2.904
20230323,EUSA11 BGN Curncy,11Y,2.9123
20230323,EUSA12 BGN Curncy,12Y,2.9175
20230323,EUSA15 BGN Curncy,15Y,2.9025
20230323,EUSA1D BGN Curncy,1D,NaN
20230323,EUSA1F BGN Curncy,18M,3.3875
20230323,EUSA2 BGN Curncy,2Y,3.297
20230323,EUSA20 BGN Curncy,20Y,2.744
20230323,EUSA25 BGN Curncy,25Y,2.561
20230323,EUSA3 BGN Curncy,3Y,3.137
20230323,EUSA30 BGN Curncy,30Y,2.401
20230323,EUSA35 BGN Curncy,35Y,2.2835
20230323,EUSA4 BGN Curncy,4Y,3.036
20230323,EUSA40 BGN Curncy,40Y,2.1663
20230323,EUSA45 BGN Curncy,45Y,2.0935
20230323,EUSA5 BGN Curncy,5Y,2.975
20230323,EUSA50 BGN Curncy,50Y,2.0178
20230323,EUSA6 BGN Curncy,6Y,2.9405
20230323,EUSA7 BGN Curncy,7Y,2.914
20230323,EUSA8 BGN Curncy,8Y,2.902
20230323,EUSA9 BGN Curncy,9Y,2.9011
20230324,EUR006M Index,6M,3.281
20230324,EUSA1 BGN Curncy,1Y,3.413
20230324,EUSA10 BGN Curncy,10Y,2.865
20230324,EUSA11 BGN Curncy,11Y,2.879
20230324,EUSA12 BGN Curncy,12Y,2.885
20230324,EUSA15 BGN Curncy,15Y,2.876
20230324,EUSA1D BGN Curncy,1D,NaN
20230324,EUSA1F BGN Curncy,18M,3.3102
20230324,EUSA2 BGN Curncy,2Y,3.206
20230324,EUSA20 BGN Curncy,20Y,2.728
20230324,EUSA25 BGN Curncy,25Y,2.535
20230324,EUSA3 BGN Curncy,3Y,3.0485
20230324,EUSA30 BGN Curncy,30Y,2.378
20230324,EUSA35 BGN Curncy,35Y,2.263
20230324,EUSA4 BGN Curncy,4Y,2.962
20230324,EUSA40 BGN Curncy,40Y,2.1737
20230324,EUSA45 BGN Curncy,45Y,2.0582
20230324,EUSA5 BGN Curncy,5Y,2.9055
20230324,EUSA50 BGN Curncy,50Y,2.0026
20230324,EUSA6 BGN Curncy,6Y,2.8835
20230324,EUSA7 BGN Curncy,7Y,2.86
20230324,EUSA8 BGN Curncy,8Y,2.857
20230324,EUSA9 BGN Curncy,9Y,2.86
20230327,EUR006M Index,6M,3.239
20230327,EUSA1 BGN Curncy,1Y,3.4421
20230327,EUSA10 BGN Curncy,10Y,2.9385
20230327,EUSA11 BGN Curncy,11Y,2.949
20230327,EUSA12 BGN Curncy,12Y,2.9555
20230327,EUSA15 BGN Curncy,15Y,2.946
20230327,EUSA1D BGN Curncy,1D,NaN
20230327,EUSA1F BGN Curncy,18M,3.386
20230327,EUSA2 BGN Curncy,2Y,3.263
20230327,EUSA20 BGN Curncy,20Y,2.805
20230327,EUSA25 BGN Curncy,25Y,2.613
20230327,EUSA3 BGN Curncy,3Y,3.1135
20230327,EUSA30 BGN Curncy,30Y,2.46
20230327,EUSA35 BGN Curncy,35Y,2.3432
20230327,EUSA4 BGN Curncy,4Y,3.0238
20230327,EUSA40 BGN Curncy,40Y,2.251
20230327,EUSA45 BGN Curncy,45Y,2.1347
20230327,EUSA5 BGN Curncy,5Y,2.983
20230327,EUSA50 BGN Curncy,50Y,2.086
20230327,EUSA6 BGN Curncy,6Y,2.9525
20230327,EUSA7 BGN Curncy,7Y,2.936
20230327,EUSA8 BGN Curncy,8Y,2.9288
20230327,EUSA9 BGN Curncy,9Y,2.93
20230328,EUR006M Index,6M,3.269
20230328,EUSA1 BGN Curncy,1Y,3.4802
20230328,EUSA10 BGN Curncy,10Y,2.9746
20230328,EUSA11 BGN Curncy,11Y,2.9915
20230328,EUSA12 BGN Curncy,12Y,2.998
20230328,EUSA15 BGN Curncy,15Y,2.9907
20230328,EUSA1D BGN Curncy,1D,NaN
20230328,EUSA1F BGN Curncy,18M,3.415
20230328,EUSA2 BGN Curncy,2Y,3.318
20230328,EUSA20 BGN Curncy,20Y,2.836
20230328,EUSA25 BGN Curncy,25Y,2.66
20230328,EUSA3 BGN Curncy,3Y,3.1685
20230328,EUSA30 BGN Curncy,30Y,2.507
20230328,EUSA35 BGN Curncy,35Y,2.394
20230328,EUSA4 BGN Curncy,4Y,3.066
20230328,EUSA40 BGN Curncy,40Y,2.2895
20230328,EUSA45 BGN Curncy,45Y,2.2
20230328,EUSA5 BGN Curncy,5Y,3.0113
20230328,EUSA50 BGN Curncy,50Y,2.1365
20230328,EUSA6 BGN Curncy,6Y,2.996
20230328,EUSA7 BGN Curncy,7Y,2.9675
20230328,EUSA8 BGN Curncy,8Y,2.9613
20230328,EUSA9 BGN Curncy,9Y,2.965
20230329,EUR006M Index,6M,3.29
20230329,EUSA1 BGN Curncy,1Y,3.4967
20230329,EUSA10 BGN Curncy,10Y,2.9935
20230329,EUSA11 BGN Curncy,11Y,3.0025
20230329,EUSA12 BGN Curncy,12Y,3.0078
20230329,EUSA15 BGN Curncy,15Y,3.003
20230329,EUSA1D BGN Curncy,1D,NaN
20230329,EUSA1F BGN Curncy,18M,3.4408
20230329,EUSA2 BGN Curncy,2Y,3.349
20230329,EUSA20 BGN Curncy,20Y,2.866
20230329,EUSA25 BGN Curncy,25Y,2.69
20230329,EUSA3 BGN Curncy,3Y,3.194
20230329,EUSA30 BGN Curncy,30Y,2.54
20230329,EUSA35 BGN Curncy,35Y,2.4105
20230329,EUSA4 BGN Curncy,4Y,3.09
20230329,EUSA40 BGN Curncy,40Y,2.3215
20230329,EUSA45 BGN Curncy,45Y,2.234
20230329,EUSA5 BGN Curncy,5Y,3.03
20230329,EUSA50 BGN Curncy,50Y,2.1535
20230329,EUSA6 BGN Curncy,6Y,3.003
20230329,EUSA7 BGN Curncy,7Y,2.988
20230329,EUSA8 BGN Curncy,8Y,2.9732
20230329,EUSA9 BGN Curncy,9Y,2.9795
20230330,EUR006M Index,6M,3.312
20230330,EUSA1 BGN Curncy,1Y,3.5803
20230330,EUSA10 BGN Curncy,10Y,3.0205
20230330,EUSA11 BGN Curncy,11Y,3.024
20230330,EUSA12 BGN Curncy,12Y,3.029
20230330,EUSA15 BGN Curncy,15Y,3.019
20230330,EUSA1D BGN Curncy,1D,NaN
20230330,EUSA1F BGN Curncy,18M,3.5239
20230330,EUSA2 BGN Curncy,2Y,3.4418
20230330,EUSA20 BGN Curncy,20Y,2.875
20230330,EUSA25 BGN Curncy,25Y,2.696
20230330,EUSA3 BGN Curncy,3Y,3.2768
20230330,EUSA30 BGN Curncy,30Y,2.541
20230330,EUSA35 BGN Curncy,35Y,2.416
20230330,EUSA4 BGN Curncy,4Y,3.1625
20230330,EUSA40 BGN Curncy,40Y,2.3185
20230330,EUSA45 BGN Curncy,45Y,2.2453
20230330,EUSA5 BGN Curncy,5Y,3.0995
20230330,EUSA50 BGN Curncy,50Y,2.153
20230330,EUSA6 BGN Curncy,6Y,3.052
20230330,EUSA7 BGN Curncy,7Y,3.0297
20230330,EUSA8 BGN Curncy,8Y,3.0175
20230330,EUSA9 BGN Curncy,9Y,3.0165
20230331,EUR006M Index,6M,3.341
20230331,EUSA1 BGN Curncy,1Y,3.5748
20230331,EUSA10 BGN Curncy,10Y,2.958
20230331,EUSA11 BGN Curncy,11Y,2.959
20230331,EUSA12 BGN Curncy,12Y,2.9695
20230331,EUSA15 BGN Curncy,15Y,2.9575
20230331,EUSA1D BGN Curncy,1D,NaN
20230331,EUSA1F BGN Curncy,18M,3.5061
20230331,EUSA2 BGN Curncy,2Y,3.417
20230331,EUSA20 BGN Curncy,20Y,2.821
20230331,EUSA25 BGN Curncy,25Y,2.646
20230331,EUSA3 BGN Curncy,3Y,3.244
20230331,EUSA30 BGN Curncy,30Y,2.495
20230331,EUSA35 BGN Curncy,35Y,2.373
20230331,EUSA4 BGN Curncy,4Y,3.1205
20230331,EUSA40 BGN Curncy,40Y,2.275
20230331,EUSA45 BGN Curncy,45Y,2.205
20230331,EUSA5 BGN Curncy,5Y,3.045
20230331,EUSA50 BGN Curncy,50Y,2.1085
20230331,EUSA6 BGN Curncy,6Y,2.9935
20230331,EUSA7 BGN Curncy,7Y,2.9722
20230331,EUSA8 BGN Curncy,8Y,2.9583
20230331,EUSA9 BGN Curncy,9Y,2.9542
20230403,EUR006M Index,6M,3.335
20230403,EUSA1 BGN Curncy,1Y,3.5668
20230403,EUSA10 BGN Curncy,10Y,2.9063
20230403,EUSA11 BGN Curncy,11Y,2.9237
20230403,EUSA12 BGN Curncy,12Y,2.9305
20230403,EUSA15 BGN Curncy,15Y,2.921
20230403,EUSA1D BGN Curncy,1D,NaN
20230403,EUSA1F BGN Curncy,18M,3.4875
20230403,EUSA2 BGN Curncy,2Y,3.381
20230403,EUSA20 BGN Curncy,20Y,2.7778
20230403,EUSA25 BGN Curncy,25Y,2.596
20230403,EUSA3 BGN Curncy,3Y,3.2027
20230403,EUSA30 BGN Curncy,30Y,2.446
20230403,EUSA35 BGN Curncy,35Y,2.3242
20230403,EUSA4 BGN Curncy,4Y,3.0732
20230403,EUSA40 BGN Curncy,40Y,2.2321
20230403,EUSA45 BGN Curncy,45Y,2.133
20230403,EUSA5 BGN Curncy,5Y,3.0105
20230403,EUSA50 BGN Curncy,50Y,2.0708
20230403,EUSA6 BGN Curncy,6Y,2.9622
20230403,EUSA7 BGN Curncy,7Y,2.927
20230403,EUSA8 BGN Curncy,8Y,2.9097
20230403,EUSA9 BGN Curncy,9Y,2.914
20230404,EUR006M Index,6M,3.359
20230404,EUSA1 BGN Curncy,1Y,3.533
20230404,EUSA10 BGN Curncy,10Y,2.9058
20230404,EUSA11 BGN Curncy,11Y,2.913
20230404,EUSA12 BGN Curncy,12Y,2.92
20230404,EUSA15 BGN Curncy,15Y,2.915
20230404,EUSA1D BGN Curncy,1D,NaN
20230404,EUSA1F BGN Curncy,18M,3.4419
20230404,EUSA2 BGN Curncy,2Y,3.322
20230404,EUSA20 BGN Curncy,20Y,2.793
20230404,EUSA25 BGN Curncy,25Y,2.613
20230404,EUSA3 BGN Curncy,3Y,3.135
20230404,EUSA30 BGN Curncy,30Y,2.47
20230404,EUSA35 BGN Curncy,35Y,2.352
20230404,EUSA4 BGN Curncy,4Y,3.009
20230404,EUSA40 BGN Curncy,40Y,2.26
20230404,EUSA45 BGN Curncy,45Y,2.1762
20230404,EUSA5 BGN Curncy,5Y,2.9567
20230404,EUSA50 BGN Curncy,50Y,2.0972
20230404,EUSA6 BGN Curncy,6Y,2.9193
20230404,EUSA7 BGN Curncy,7Y,2.894
20230404,EUSA8 BGN Curncy,8Y,2.894
20230404,EUSA9 BGN Curncy,9Y,2.897
20230405,EUR006M Index,6M,3.339
20230405,EUSA1 BGN Curncy,1Y,3.4889
20230405,EUSA10 BGN Curncy,10Y,2.833
20230405,EUSA11 BGN Curncy,11Y,2.8445
20230405,EUSA12 BGN Curncy,12Y,2.8525
20230405,EUSA15 BGN Curncy,15Y,2.849
20230405,EUSA1D BGN Curncy,1D,NaN
20230405,EUSA1F BGN Curncy,18M,3.3866
20230405,EUSA2 BGN Curncy,2Y,3.2448
20230405,EUSA20 BGN Curncy,20Y,2.731
20230405,EUSA25 BGN Curncy,25Y,2.555
20230405,EUSA3 BGN Curncy,3Y,3.0473
20230405,EUSA30 BGN Curncy,30Y,2.415
20230405,EUSA35 BGN Curncy,35Y,2.303
20230405,EUSA4 BGN Curncy,4Y,2.9428
20230405,EUSA40 BGN Curncy,40Y,2.211
20230405,EUSA45 BGN Curncy,45Y,2.121
20230405,EUSA5 BGN Curncy,5Y,2.8888
20230405,EUSA50 BGN Curncy,50Y,2.048
20230405,EUSA6 BGN Curncy,6Y,2.8588
20230405,EUSA7 BGN Curncy,7Y,2.8331
20230405,EUSA8 BGN Curncy,8Y,2.826
20230405,EUSA9 BGN Curncy,9Y,2.824
20230406,EUR006M Index,6M,3.339
20230406,EUSA1 BGN Curncy,1Y,3.508
20230406,EUSA10 BGN Curncy,10Y,2.8444
20230406,EUSA11 BGN Curncy,11Y,2.851
20230406,EUSA12 BGN Curncy,12Y,2.86
20230406,EUSA15 BGN Curncy,15Y,2.858
20230406,EUSA1D BGN Curncy,1D,NaN
20230406,EUSA1F BGN Curncy,18M,3.3891
20230406,EUSA2 BGN Curncy,2Y,3.263
20230406,EUSA20 BGN Curncy,20Y,2.722
20230406,EUSA25 BGN Curncy,25Y,2.579
20230406,EUSA3 BGN Curncy,3Y,3.07
20230406,EUSA30 BGN Curncy,30Y,2.431
20230406,EUSA35 BGN Curncy,35Y,2.32
20230406,EUSA4 BGN Curncy,4Y,2.961
20230406,EUSA40 BGN Curncy,40Y,2.228
20230406,EUSA45 BGN Curncy,45Y,2.145
20230406,EUSA5 BGN Curncy,5Y,2.905
20230406,EUSA50 BGN Curncy,50Y,2.068
20230406,EUSA6 BGN Curncy,6Y,2.8675
20230406,EUSA7 BGN Curncy,7Y,2.8489
20230406,EUSA8 BGN Curncy,8Y,2.8391
20230406,EUSA9 BGN Curncy,9Y,2.836
20230411,EUR006M Index,6M,3.356
20230411,EUSA1 BGN Curncy,1Y,3.6068
20230411,EUSA10 BGN Curncy,10Y,2.95
20230411,EUSA11 BGN Curncy,11Y,2.954
20230411,EUSA12 BGN Curncy,12Y,2.96
20230411,EUSA15 BGN Curncy,15Y,2.955
20230411,EUSA1D BGN Curncy,1D,NaN
20230411,EUSA1F BGN Curncy,18M,3.5074
20230411,EUSA2 BGN Curncy,2Y,3.3967
20230411,EUSA20 BGN Curncy,20Y,2.827
20230411,EUSA25 BGN Curncy,25Y,2.6667
20230411,EUSA3 BGN Curncy,3Y,3.206
20230411,EUSA30 BGN Curncy,30Y,2.532
20230411,EUSA35 BGN Curncy,35Y,2.4183
20230411,EUSA4 BGN Curncy,4Y,3.0887
20230411,EUSA40 BGN Curncy,40Y,2.323
20230411,EUSA45 BGN Curncy,45Y,2.233
20230411,EUSA5 BGN Curncy,5Y,3.0227
20230411,EUSA50 BGN Curncy,50Y,2.162
20230411,EUSA6 BGN Curncy,6Y,2.982
20230411,EUSA7 BGN Curncy,7Y,2.9583
20230411,EUSA8 BGN Curncy,8Y,2.9483
20230411,EUSA9 BGN Curncy,9Y,2.9453
20230412,EUR006M Index,6M,3.43
20230412,EUSA1 BGN Curncy,1Y,3.687
20230412,EUSA10 BGN Curncy,10Y,3
20230412,EUSA11 BGN Curncy,11Y,3.0062
20230412,EUSA12 BGN Curncy,12Y,3.011
20230412,EUSA15 BGN Curncy,15Y,3.009
20230412,EUSA1D BGN Curncy,1D,NaN
20230412,EUSA1F BGN Curncy,18M,3.5921
20230412,EUSA2 BGN Curncy,2Y,3.4722
20230412,EUSA20 BGN Curncy,20Y,2.876
20230412,EUSA25 BGN Curncy,25Y,2.715
20230412,EUSA3 BGN Curncy,3Y,3.2772
20230412,EUSA30 BGN Curncy,30Y,2.576
20230412,EUSA35 BGN Curncy,35Y,2.4687
20230412,EUSA4 BGN Curncy,4Y,3.156
20230412,EUSA40 BGN Curncy,40Y,2.3715
20230412,EUSA45 BGN Curncy,45Y,2.2775
20230412,EUSA5 BGN Curncy,5Y,3.0928
20230412,EUSA50 BGN Curncy,50Y,2.2125
20230412,EUSA6 BGN Curncy,6Y,3.051
20230412,EUSA7 BGN Curncy,7Y,3.0157
20230412,EUSA8 BGN Curncy,8Y,3.0013
20230412,EUSA9 BGN Curncy,9Y,2.997
20230413,EUR006M Index,6M,3.49
20230413,EUSA1 BGN Curncy,1Y,3.6954
20230413,EUSA10 BGN Curncy,10Y,2.9932
20230413,EUSA11 BGN Curncy,11Y,3.0028
20230413,EUSA12 BGN Curncy,12Y,3.0075
20230413,EUSA15 BGN Curncy,15Y,3.0023
20230413,EUSA1D BGN Curncy,1D,NaN
20230413,EUSA1F BGN Curncy,18M,3.578
20230413,EUSA2 BGN Curncy,2Y,3.4575
20230413,EUSA20 BGN Curncy,20Y,2.876
20230413,EUSA25 BGN Curncy,25Y,2.721
20230413,EUSA3 BGN Curncy,3Y,3.2573
20230413,EUSA30 BGN Curncy,30Y,2.589
20230413,EUSA35 BGN Curncy,35Y,2.473
20230413,EUSA4 BGN Curncy,4Y,3.1399
20230413,EUSA40 BGN Curncy,40Y,2.381
20230413,EUSA45 BGN Curncy,45Y,2.291
20230413,EUSA5 BGN Curncy,5Y,3.0652
20230413,EUSA50 BGN Curncy,50Y,2.2207
20230413,EUSA6 BGN Curncy,6Y,3.031
20230413,EUSA7 BGN Curncy,7Y,3.002
20230413,EUSA8 BGN Curncy,8Y,2.99
20230413,EUSA9 BGN Curncy,9Y,2.988
20230414,EUR006M Index,6M,3.51
20230414,EUSA1 BGN Curncy,1Y,3.739
20230414,EUSA10 BGN Curncy,10Y,3.0343
20230414,EUSA11 BGN Curncy,11Y,3.0392
20230414,EUSA12 BGN Curncy,12Y,3.043
20230414,EUSA15 BGN Curncy,15Y,3.033
20230414,EUSA1D BGN Curncy,1D,NaN
20230414,EUSA1F BGN Curncy,18M,3.646
20230414,EUSA2 BGN Curncy,2Y,3.528
20230414,EUSA20 BGN Curncy,20Y,2.903
20230414,EUSA25 BGN Curncy,25Y,2.749
20230414,EUSA3 BGN Curncy,3Y,3.332
20230414,EUSA30 BGN Curncy,30Y,2.609
20230414,EUSA35 BGN Curncy,35Y,2.4957
20230414,EUSA4 BGN Curncy,4Y,3.2025
20230414,EUSA40 BGN Curncy,40Y,2.401
20230414,EUSA45 BGN Curncy,45Y,2.315
20230414,EUSA5 BGN Curncy,5Y,3.1245
20230414,EUSA50 BGN Curncy,50Y,2.2387
20230414,EUSA6 BGN Curncy,6Y,3.08
20230414,EUSA7 BGN Curncy,7Y,3.051
20230414,EUSA8 BGN Curncy,8Y,3.0365
20230414,EUSA9 BGN Curncy,9Y,3.0317
20230417,EUR006M Index,6M,3.578
20230417,EUSA1 BGN Curncy,1Y,3.778
20230417,EUSA10 BGN Curncy,10Y,3.0855
20230417,EUSA11 BGN Curncy,11Y,3.0915
20230417,EUSA12 BGN Curncy,12Y,3.0955
20230417,EUSA15 BGN Curncy,15Y,3.0858
20230417,EUSA1D BGN Curncy,1D,NaN
20230417,EUSA1F BGN Curncy,18M,3.67
20230417,EUSA2 BGN Curncy,2Y,3.5608
20230417,EUSA20 BGN Curncy,20Y,2.9555
20230417,EUSA25 BGN Curncy,25Y,2.796
20230417,EUSA3 BGN Curncy,3Y,3.3663
20230417,EUSA30 BGN Curncy,30Y,2.658
20230417,EUSA35 BGN Curncy,35Y,2.5482
20230417,EUSA4 BGN Curncy,4Y,3.2413
20230417,EUSA40 BGN Curncy,40Y,2.449
20230417,EUSA45 BGN Curncy,45Y,2.355
20230417,EUSA5 BGN Curncy,5Y,3.1705
20230417,EUSA50 BGN Curncy,50Y,2.2908
20230417,EUSA6 BGN Curncy,6Y,3.1242
20230417,EUSA7 BGN Curncy,7Y,3.0955
20230417,EUSA8 BGN Curncy,8Y,3.086
20230417,EUSA9 BGN Curncy,9Y,3.0817
20230418,EUR006M Index,6M,3.562
20230418,EUSA1 BGN Curncy,1Y,3.786
20230418,EUSA10 BGN Curncy,10Y,3.0905
20230418,EUSA11 BGN Curncy,11Y,3.103
20230418,EUSA12 BGN Curncy,12Y,3.105
20230418,EUSA15 BGN Curncy,15Y,3.0915
20230418,EUSA1D BGN Curncy,1D,NaN
20230418,EUSA1F BGN Curncy,18M,3.7074
20230418,EUSA2 BGN Curncy,2Y,3.5988
20230418,EUSA20 BGN Curncy,20Y,2.958
20230418,EUSA25 BGN Curncy,25Y,2.798
20230418,EUSA3 BGN Curncy,3Y,3.4063
20230418,EUSA30 BGN Curncy,30Y,2.657
20230418,EUSA35 BGN Curncy,35Y,2.544
20230418,EUSA4 BGN Curncy,4Y,3.2765
20230418,EUSA40 BGN Curncy,40Y,2.445
20230418,EUSA45 BGN Curncy,45Y,2.3412
20230418,EUSA5 BGN Curncy,5Y,3.2092
20230418,EUSA50 BGN Curncy,50Y,2.281
20230418,EUSA6 BGN Curncy,6Y,3.162
20230418,EUSA7 BGN Curncy,7Y,3.1263
20230418,EUSA8 BGN Curncy,8Y,3.1087
20230418,EUSA9 BGN Curncy,9Y,3.102
20230419,EUR006M Index,6M,3.587
20230419,EUSA1 BGN Curncy,1Y,3.834
20230419,EUSA10 BGN Curncy,10Y,3.1388
20230419,EUSA11 BGN Curncy,11Y,3.134
20230419,EUSA12 BGN Curncy,12Y,3.134
20230419,EUSA15 BGN Curncy,15Y,3.118
20230419,EUSA1D BGN Curncy,1D,NaN
20230419,EUSA1F BGN Curncy,18M,3.751
20230419,EUSA2 BGN Curncy,2Y,3.648
20230419,EUSA20 BGN Curncy,20Y,2.978
20230419,EUSA25 BGN Curncy,25Y,2.818
20230419,EUSA3 BGN Curncy,3Y,3.4472
20230419,EUSA30 BGN Curncy,30Y,2.666
20230419,EUSA35 BGN Curncy,35Y,2.5462
20230419,EUSA4 BGN Curncy,4Y,3.3215
20230419,EUSA40 BGN Curncy,40Y,2.449
20230419,EUSA45 BGN Curncy,45Y,2.3635
20230419,EUSA5 BGN Curncy,5Y,3.2407
20230419,EUSA50 BGN Curncy,50Y,2.279
20230419,EUSA6 BGN Curncy,6Y,3.192
20230419,EUSA7 BGN Curncy,7Y,3.162
20230419,EUSA8 BGN Curncy,8Y,3.1398
20230419,EUSA9 BGN Curncy,9Y,3.1307
20230420,EUR006M Index,6M,3.612
20230420,EUSA1 BGN Curncy,1Y,3.819
20230420,EUSA10 BGN Curncy,10Y,3.0893
20230420,EUSA11 BGN Curncy,11Y,3.0946
20230420,EUSA12 BGN Curncy,12Y,3.0998
20230420,EUSA15 BGN Curncy,15Y,3.087
20230420,EUSA1D BGN Curncy,1D,NaN
20230420,EUSA1F BGN Curncy,18M,3.7273
20230420,EUSA2 BGN Curncy,2Y,3.591
20230420,EUSA20 BGN Curncy,20Y,2.952
20230420,EUSA25 BGN Curncy,25Y,2.795
20230420,EUSA3 BGN Curncy,3Y,3.3889
20230420,EUSA30 BGN Curncy,30Y,2.644
20230420,EUSA35 BGN Curncy,35Y,2.5282
20230420,EUSA4 BGN Curncy,4Y,3.2648
20230420,EUSA40 BGN Curncy,40Y,2.4325
20230420,EUSA45 BGN Curncy,45Y,2.343
20230420,EUSA5 BGN Curncy,5Y,3.1932
20230420,EUSA50 BGN Curncy,50Y,2.263
20230420,EUSA6 BGN Curncy,6Y,3.1483
20230420,EUSA7 BGN Curncy,7Y,3.114
20230420,EUSA8 BGN Curncy,8Y,3.097
20230420,EUSA9 BGN Curncy,9Y,3.0912
20230421,EUR006M Index,6M,3.601
20230421,EUSA1 BGN Curncy,1Y,3.827
20230421,EUSA10 BGN Curncy,10Y,3.113
20230421,EUSA11 BGN Curncy,11Y,3.124
20230421,EUSA12 BGN Curncy,12Y,3.129
20230421,EUSA15 BGN Curncy,15Y,3.118
20230421,EUSA1D BGN Curncy,1D,NaN
20230421,EUSA1F BGN Curncy,18M,3.733
20230421,EUSA2 BGN Curncy,2Y,3.61
20230421,EUSA20 BGN Curncy,20Y,2.98
20230421,EUSA25 BGN Curncy,25Y,2.817
20230421,EUSA3 BGN Curncy,3Y,3.4047
20230421,EUSA30 BGN Curncy,30Y,2.675
20230421,EUSA35 BGN Curncy,35Y,2.5687
20230421,EUSA4 BGN Curncy,4Y,3.2795
20230421,EUSA40 BGN Curncy,40Y,2.46
20230421,EUSA45 BGN Curncy,45Y,2.3733
20230421,EUSA5 BGN Curncy,5Y,3.214
20230421,EUSA50 BGN Curncy,50Y,2.2985
20230421,EUSA6 BGN Curncy,6Y,3.173
20230421,EUSA7 BGN Curncy,7Y,3.1353
20230421,EUSA8 BGN Curncy,8Y,3.1223
20230421,EUSA9 BGN Curncy,9Y,3.1168
20230424,EUR006M Index,6M,3.637
20230424,EUSA1 BGN Curncy,1Y,3.888
20230424,EUSA10 BGN Curncy,10Y,3.1477
20230424,EUSA11 BGN Curncy,11Y,3.1526
20230424,EUSA12 BGN Curncy,12Y,3.157
20230424,EUSA15 BGN Curncy,15Y,3.1413
20230424,EUSA1D BGN Curncy,1D,NaN
20230424,EUSA1F BGN Curncy,18M,3.788
20230424,EUSA2 BGN Curncy,2Y,3.6693
20230424,EUSA20 BGN Curncy,20Y,3.011
20230424,EUSA25 BGN Curncy,25Y,2.844
20230424,EUSA3 BGN Curncy,3Y,3.4627
20230424,EUSA30 BGN Curncy,30Y,2.702
20230424,EUSA35 BGN Curncy,35Y,2.5782
20230424,EUSA4 BGN Curncy,4Y,3.335
20230424,EUSA40 BGN Curncy,40Y,2.4836
20230424,EUSA45 BGN Curncy,45Y,2.3847
20230424,EUSA5 BGN Curncy,5Y,3.2597
20230424,EUSA50 BGN Curncy,50Y,2.3127
20230424,EUSA6 BGN Curncy,6Y,3.211
20230424,EUSA7 BGN Curncy,7Y,3.179
20230424,EUSA8 BGN Curncy,8Y,3.1582
20230424,EUSA9 BGN Curncy,9Y,3.1493
20230425,EUR006M Index,6M,3.635
20230425,EUSA1 BGN Curncy,1Y,3.832
20230425,EUSA10 BGN Curncy,10Y,3.0465
20230425,EUSA11 BGN Curncy,11Y,3.0145
20230425,EUSA12 BGN Curncy,12Y,3.0198
20230425,EUSA15 BGN Curncy,15Y,3.013
20230425,EUSA1D BGN Curncy,1D,NaN
20230425,EUSA1F BGN Curncy,18M,3.671
20230425,EUSA2 BGN Curncy,2Y,3.575
20230425,EUSA20 BGN Curncy,20Y,2.879
20230425,EUSA25 BGN Curncy,25Y,2.733
20230425,EUSA3 BGN Curncy,3Y,3.3563
20230425,EUSA30 BGN Curncy,30Y,2.599
20230425,EUSA35 BGN Curncy,35Y,2.4532
20230425,EUSA4 BGN Curncy,4Y,3.2203
20230425,EUSA40 BGN Curncy,40Y,2.3625
20230425,EUSA45 BGN Curncy,45Y,2.2888
20230425,EUSA5 BGN Curncy,5Y,3.145
20230425,EUSA50 BGN Curncy,50Y,2.1863
20230425,EUSA6 BGN Curncy,6Y,3.0568
20230425,EUSA7 BGN Curncy,7Y,3.0675
20230425,EUSA8 BGN Curncy,8Y,3.051
20230425,EUSA9 BGN Curncy,9Y,3.0445
20230426,EUR006M Index,6M,3.648
20230426,EUSA1 BGN Curncy,1Y,3.826
20230426,EUSA10 BGN Curncy,10Y,3.0798
20230426,EUSA11 BGN Curncy,11Y,3.083
20230426,EUSA12 BGN Curncy,12Y,3.089
20230426,EUSA15 BGN Curncy,15Y,3.084
20230426,EUSA1D BGN Curncy,1D,NaN
20230426,EUSA1F BGN Curncy,18M,3.6971
20230426,EUSA2 BGN Curncy,2Y,3.564
20230426,EUSA20 BGN Curncy,20Y,2.956
20230426,EUSA25 BGN Curncy,25Y,2.794
20230426,EUSA3 BGN Curncy,3Y,3.3438
20230426,EUSA30 BGN Curncy,30Y,2.652
